state,unemployment,year,Population,violent total,Murder,rape,Robbery,Aggravated assault,property total,Burglary,Larceny theft,vehicle theft
DE,8.458,1977,582000,382.1,6,24.9,157,194.2,5828,1682.6,3678.4,467
DE,7.4,1978,583000,440.7,6.7,20.4,145.5,268.1,5913.2,1623.7,3792.6,496.9
DE,7.217,1979,582000,537.3,5.7,27.8,129.4,374.4,5988.5,1527.5,3965.8,495.2
DE,7.6,1980,594779,474.8,6.9,24.2,137,306.7,6301.8,1630.5,4216.2,455.1
DE,7.85,1981,598000,509,6.7,28.4,141.1,332.8,6180.3,1609.9,4140.3,430.1
DE,8.375,1982,602000,559.8,5.3,30.9,122.4,401.2,5825.1,1444.9,3968.6,411.6
DE,7.733,1983,606000,453.1,4.1,37.8,115.3,295.9,5012.9,1223.4,3450.2,339.3
DE,6.292,1984,613000,435.7,4.1,48.9,116,266.7,4571.1,1089.4,3221.4,260.4
DE,5.15,1985,622000,433.3,4.8,47.6,124.3,256.6,4528,1097.4,3157.2,273.3
DE,4.342,1986,633000,427,4.9,56.9,124.2,241.1,4404.6,1042.3,3090.4,271.9
DE,3.092,1987,644000,430.7,5.1,68.5,122.5,234.6,4508.1,1020.5,3175.9,311.6
DE,3.15,1988,660000,451.7,5.2,74.4,118.8,253.3,4347.4,1040.6,3003.6,303.2
DE,3.5,1989,673000,556.5,5.1,84.5,138.8,328.1,4308.8,902.2,3015.5,391.1
DE,4.725,1990,666168,655.2,5,88.1,164.8,397.3,4705.1,970.5,3290.8,443.9
DE,6.192,1991,680000,714.3,5.4,86.5,214.7,407.6,5155.1,1127.6,3652.4,375.1
DE,5.425,1992,689000,621.2,4.6,85.8,151.2,379.5,4227.3,957.6,2963.6,306.1
DE,5.042,1993,700000,685.9,5,77,186.7,417.1,4186.3,892,2979,315.3
DE,4.817,1994,706000,644.3,4.7,77.3,161.6,400.7,4245.2,877.9,2950.1,417.1
DE,4.317,1995,717000,725,3.5,80.2,198.7,442.5,4433.8,905.3,3114.2,414.2
DE,5.142,1996,725000,668.3,4.3,62.6,179.9,421.5,4226.6,804.1,2988.3,434.2
DE,3.983,1997,732000,785.9,3,58.5,243.6,480.9,4997,877.2,3538.8,581
DE,3.692,1998,744000,762.4,2.8,67.1,194.2,498.3,4600.8,859.5,3313,428.2
DE,3.425,1999,753538,734.4,3.2,70.2,198,463,4103.6,696,3003.7,403.8
DE,3.733,2000,783600,684.4,3.2,54.1,177.9,449.2,3793.6,665.6,2725.9,402.1
DE,3.5,2001,796599,611.1,2.9,52.7,145.1,410.4,3439.5,645.7,2444.9,348.9
DE,4.025,2002,805945,600,3.2,44.4,143.2,409.2,3346,664.4,2302.3,379.3
DE,4.267,2003,818166,675.3,2.6,45.2,176.1,451.4,3415.3,741.4,2314.1,359.8
DE,3.992,2004,830069,615,3.4,43,161.8,406.8,3283.6,683,2323.3,277.3
DE,4.142,2005,841741,633,4.4,44.8,155.2,429.1,3118,690.4,2148,279
DE,3.575,2006,853476,701,4.9,48.9,209.8,437.4,3476.4,742.5,2396,337.9
DE,3.442,2007,864764,705.4,4.5,39.4,203.9,457.6,3378.5,742.4,2365.3,270.8
DE,4.942,2008,873092,708.6,6.5,42.5,211.5,448.1,3594.7,776.9,2524.9,292.9
DE,8.267,2009,885122,645.4,4.6,44.6,189.8,406.4,3353.8,784.4,2354,215.3
DE,8.417,2010,899792,623.3,5.7,36.2,204.4,377,3453.9,839.1,2399.8,215
DE,7.5,2011,908137,566.4,5.3,33.8,171.6,355.8,3431.5,838.8,2422.7,170.1
DE,7.2,2012,917053,550.5,6.1,27.2,163.3,353.9,3348.4,805.7,2385.9,156.8
DE,6.692,2013,925240,500.7,4.4,30,133.3,319.9,3134.4,680.8,2307.2,146.4
DE,5.717,2014,935614,489.1,5.8,26.6,135.6,306.4,2982,616.5,2230.1,135.4
DC,9,1976,702000,1481.3,26.8,72.4,1003.4,378.8,5602.1,1690.7,3490.9,420.5
DC,9.158,1977,690000,1426.5,27.8,58.3,964.5,375.9,5793.9,1679.7,3716.8,397.4
DC,8.25,1978,674000,1411.7,28,66.3,939.6,377.7,6147.6,1854.2,3819.6,473.9
DC,7.025,1979,656000,1608.7,27.4,74.5,1054.9,451.8,6993.4,2050.6,4393.1,549.7
DC,7.375,1980,635233,2010.6,31.5,69.1,1400.6,509.4,8012.2,2559.7,4890.8,561.7
DC,8.908,1981,636000,2274.8,35.1,65.1,1635.1,539.6,8402.8,2646.5,5164.3,592
DC,10.442,1982,631000,2123.1,30.7,66.7,1448,577.7,8287.6,2341.4,5298.7,647.5
DC,11.2,1983,623000,1915.4,29.4,65.2,1235.6,585.2,7358.4,2003.7,4719.9,634.8
DC,9.15,1984,623000,1721.5,28.1,58.7,977,657.6,6869.8,1758.3,4409.5,702.1
DC,8.142,1985,626000,1624.8,23.5,53.8,835.5,712,6374.4,1598.2,3973.5,802.7
DC,7.533,1986,626000,1505.3,31,52.4,754,667.9,6834,1727.6,4131.2,975.2
DC,6.333,1987,622000,1610.3,36.2,39.4,717.4,817.4,6841.3,1807.7,4021.2,1012.4
DC,5.033,1988,620000,1921.6,59.5,26.6,917.7,917.7,7993.1,1983.9,4616.8,1392.4
DC,4.908,1989,604000,2141.9,71.9,30.8,1083.1,956.1,8151.5,1950.3,4828.5,1372.7
DC,6.267,1990,606900,2458.2,77.8,49.9,1213.5,1117,8316,1983,4996.9,1336.1
DC,7.75,1991,598000,2453.3,80.6,35.8,1215.6,1121.4,8314.7,2074.4,4879.9,1360.4
DC,8.583,1992,589000,2832.8,75.2,36.5,1266.4,1454.7,8574.2,1820.2,5205.9,1548
DC,8.525,1993,578000,2921.8,78.5,56.1,1229.6,1557.6,8839.3,1995.5,5449,1394.8
DC,7.967,1994,570000,2662.6,70,43.7,1107.2,1441.8,8422.6,1760.9,5212.5,1449.3
DC,8.775,1995,554000,2661.4,65,52.7,1239,1304.7,9512.1,1838.4,5833.8,1839.9
DC,8.433,1996,543000,2469.8,73.1,47.9,1186.7,1162.1,9426.9,1809.9,5779.9,1837
DC,8.008,1997,529000,2024.2,56.9,41.2,850.9,1075.2,7814.9,1316.3,5067.9,1430.8
DC,8.425,1998,523000,1718.5,49.7,36.3,689.5,943,7117,1216.3,4657.7,1243
DC,6.367,1999,519000,1627.7,46.4,47.8,644.3,889.2,6439.3,976.3,4181.3,1281.7
DC,5.608,2000,572059,1507.9,41.8,43.9,621.3,801,5768.6,829.5,3785.4,1153.7
DC,6.333,2001,573822,1602.4,40.3,31.5,658.7,871.9,6139.9,862.5,3888.5,1388.9
DC,6.408,2002,569157,1637.9,46.4,46,673.6,871.8,6409,908.4,3814.1,1686.5
DC,6.833,2003,557620,1624.9,44.7,49.1,706.8,824.4,5863.5,837.7,3249.3,1776.5
DC,7.783,2004,554239,1369.4,35.7,40.1,577.7,715.9,4852.8,712,2623.8,1517
DC,6.375,2005,582049,1380,33.5,28.5,635.7,682.2,4490,614.6,2549,1326
DC,5.792,2006,581530,1508.4,29.1,31.8,658.4,789.1,4653.9,659.5,2735.5,1258.9
DC,5.525,2007,588292,1415.1,30.8,32.6,725,626.7,4916.3,667.4,2956,1292.9
DC,6.458,2008,591833,1437.7,31.4,31.4,748.5,626.4,5104.6,640,3372.2,1092.4
DC,9.275,2009,599657,1348.9,24.2,25,734.4,565.3,4751.9,616.4,3213,922.5
DC,9.417,2010,604912,1326.8,21.8,30.9,715,559.1,4761.4,699.8,3225.9,835.7
DC,10.158,2011,619020,1200.8,17.4,27.9,661.4,494,4790.5,622,3448.5,720
DC,9.05,2012,633427,1241.8,13.9,37.3,637.3,553.3,4855.7,555.5,3721.8,578.3
DC,8.483,2013,649111,1296.4,15.9,45.8,628.9,590.8,4790.7,510.9,3781.6,498.2
DC,7.775,2014,658893,1244.4,15.9,53.4,530.7,626.1,5182.5,526,4082.3,574.1
FL,9.167,1976,8421000,648.3,10.7,36.3,186.4,415,6368.4,1954.7,4074,339.7
FL,8.175,1977,8452000,686.8,10.2,39.6,187.9,449.1,6051.8,1859.9,3840.5,351.4
FL,6.725,1978,8594000,765.6,11,46.1,206,502.5,6303.9,1978.8,3936.5,388.6
FL,5.925,1979,8860000,833.9,12.2,51.6,249.4,520.6,6854.2,2154.4,4267.5,432.3
FL,6.067,1980,9567112,983.5,14.5,56.9,355.5,556.6,7418.4,2506.8,4434.2,477.5
FL,6.675,1981,10166000,965.1,15,56.1,348.9,545,7067.4,2375.9,4241.8,449.7
FL,8.417,1982,10416000,896.8,13.5,53.6,297.6,532,6568.4,2034.7,4103.9,429.8
FL,8.525,1983,10680000,826.7,11.2,48.4,263.4,503.7,5954.4,1796.8,3752.8,404.8
FL,6.383,1984,10976000,868,11.5,50.7,276.2,529.6,5953.3,1808,3718.6,426.7
FL,5.975,1985,11366000,941.1,11.4,52.8,312.4,564.5,6633.1,2009.5,4098.1,525.5
FL,5.792,1986,11675000,1036.5,11.7,52.7,366.8,605.3,7191.9,2221.3,4372.6,598.1
FL,5.3,1987,12023000,1024.4,11.4,50.2,356.6,606.3,7478.7,2256.9,4545.2,676.7
FL,5.125,1988,12377000,1117.7,11.4,49.7,403.3,653.3,7819.9,2294.3,4760.6,765.1
FL,5.567,1989,12671000,1109.4,11.1,49.7,404,644.6,7695.1,2282.8,4606.6,805.7
FL,6.117,1990,12937926,1244.3,10.7,52.4,416.8,764.4,7566.5,2170.6,4569.6,826.3
FL,7.542,1991,13277000,1184.3,9.4,51.7,399.8,723.4,7362.9,2005.8,4573.5,783.6
FL,8.225,1992,13488000,1207.2,9,54.2,366.9,777.2,7151,1888.8,4434.3,828
FL,7.125,1993,13679000,1206,8.9,53.8,357.6,785.7,7145,1835.4,4413.9,895.7
FL,6.458,1994,13953000,1146.8,8.3,52.3,328.8,757.4,7103.2,1701,4490.6,911.5
FL,5.542,1995,14166000,1071,7.3,48.6,299.9,715.1,6630.6,1522.4,4322.4,785.8
FL,5.133,1996,14400000,1051,7.5,52.1,289.2,702.2,6446.3,1521.2,4204.5,720.6
FL,4.767,1997,14654000,1023.6,6.9,51.9,276.1,688.7,6248.2,1459.8,4056.9,731.5
FL,4.325,1998,14916000,938.7,6.5,49.6,242.7,639.9,5947.4,1361.7,3886.8,698.9
FL,3.892,1999,15111244,854,5.7,46.3,211.6,590.5,5351.5,1200.3,3534.5,616.7
FL,3.683,2000,15982378,812,5.6,44.2,199,563.2,4882.7,1081.8,3242.9,558
FL,4.642,2001,16373330,798.3,5.3,40.6,200.7,551.7,4779.2,1075.2,3154.8,549.2
FL,5.633,2002,16691701,771.2,5.5,40.5,195.2,530.1,4656.4,1061.9,3064.3,530.3
FL,5.208,2003,16999181,731.1,5.4,39.6,185.4,500.6,4457.3,1003.8,2973.6,479.8
FL,4.633,2004,17385430,711.8,5.4,38,172.5,495.8,4182.5,956.7,2775.2,450.5
FL,3.692,2005,17768191,709,5,37.1,169.6,497.2,4013,927.4,2662,424
FL,3.225,2006,18089888,716.4,6.2,35.8,188.8,485.6,3986.2,944.6,2619,422.6
FL,4.008,2007,18251243,722.6,6.6,33.7,209.1,473.2,4088.8,996.3,2689,403.4
FL,6.283,2008,18328340,688.9,6.4,32.6,197.9,452,4140.5,1028.3,2765.7,346.5
FL,10.408,2009,18537969,612.5,5.5,29.7,166.7,410.6,3840.8,981.1,2588.6,271.1
FL,11.042,2010,18838613,541.3,5.2,28.5,138.5,369,3551.4,897.7,2433.6,220.1
FL,9.992,2011,19082262,514.6,5.2,27.6,134.3,347.5,3517.4,891.8,2418,207.6
FL,8.458,2012,19320749,487,5.2,27.2,123.6,330.9,3276.2,794.8,2288.2,193.2
FL,7.233,2013,19600311,469.3,5,24.3,118.4,311.5,3097.8,708.7,2210.9,178.1
FL,6.283,2014,19893297,540.5,5.8,30.4,125.2,366.4,3415.5,719.9,2481.5,214
GA,8.192,1976,4970000,423.1,13.9,24.9,142.4,241.9,4386.4,1448.4,2618.3,319.7
GA,6.908,1977,5048000,439.8,11.7,31.1,140.5,256.5,3819.2,1351.1,2170.2,297.9
GA,5.708,1978,5084000,482.8,14.4,37.9,166.3,264.2,4288.5,1475.6,2456.3,356.5
GA,5.108,1979,5118000,558.7,17.1,43.3,213.7,284.5,4858.2,1594,2847.9,416.3
GA,6.3,1980,5400851,555.3,13.8,44.3,197.6,299.7,5048.3,1699.2,2976.6,372.4
GA,6.375,1981,5569000,548.2,17.2,42.4,196.4,292.1,5080.4,1672.1,3073.6,334.6
GA,7.817,1982,5639000,478.2,12.6,39.8,154.6,271.2,4736.6,1497.9,2926.9,311.7
GA,7.733,1983,5732000,456.7,8.4,35.3,144.2,268.8,4048.5,1266.8,2501.7,280
GA,6.1,1984,5837000,478.6,9.4,40.4,144.1,284.7,4019.5,1204.6,2522.7,292.3
GA,6.425,1985,5976000,507.2,10.4,43.3,164.2,289.4,4602.9,1356.6,2877.3,369
GA,5.958,1986,6104000,587.6,11.2,43.9,213.9,318.6,4867.8,1453.1,2984.5,430.3
GA,5.667,1987,6222000,576.5,11.8,43.1,209.2,312.4,5215.5,1552.1,3171,492.4
GA,5.7,1988,6401000,665.3,11.7,46.4,243.6,363.7,5661.2,1610.8,3495.8,554.6
GA,5.508,1989,6436000,735.8,12.7,48.9,271.1,403,6337.3,1712.5,3971.1,653.7
GA,5.458,1990,6478216,756.3,11.8,53.6,263.5,427.4,6007.3,1619.4,3714.3,673.6
GA,5.192,1991,6623000,738.2,12.8,42.3,268.2,415,5755.2,1514.7,3629.2,611.3
GA,6.908,1992,6751000,733.2,11,45.3,249.8,427.1,5672.3,1442.8,3653.1,576.4
GA,6.008,1993,6917000,723.1,11.4,35.4,248,428.3,5469.8,1307.3,3568.7,593.8
GA,5.225,1994,7055000,667.7,10,34.7,222.6,400.4,5342.7,1153.9,3631.6,557.2
GA,4.842,1995,7201000,657.1,9.5,35.3,205.2,407.1,5346.5,1059.9,3678.3,608.4
GA,4.667,1996,7353000,638.7,8.6,32.1,205.4,392.8,5671,1114.8,3927.7,628.5
GA,4.567,1997,7486000,606.6,7.5,31.1,206.7,361.3,5185.1,1086.3,3503.4,595.4
GA,4.267,1998,7642000,572.7,8.1,30.4,187.2,347,4890.3,990.8,3342.8,556.6
GA,3.925,1999,7788240,533.9,7.5,29.8,166.4,330.3,4614.4,917.1,3182.2,515.1
GA,3.575,2000,8186453,504.7,8,24,161.9,310.9,4246.4,836.6,2937,472.8
GA,4.05,2001,8405677,495.7,7.1,25.9,171.3,291.4,4138.5,854.2,2837.2,447.2
GA,5.008,2002,8544005,459.6,7.1,24.7,157.2,270.7,4056.2,865.3,2745.7,445.2
GA,4.825,2003,8676460,454.5,7.6,25.7,161.9,259.3,4259.7,910.5,2849,500.1
GA,4.758,2004,8918129,451,6.9,26.8,153.1,264.2,4223.5,930.6,2796.8,496
GA,5.35,2005,9132553,446,6.2,23.5,153.7,262.5,4145,924.9,2733,487
GA,4.708,2006,9363941,477.9,6.5,23.2,165.6,282.7,3873.5,909.2,2503.7,460.6
GA,4.525,2007,9544750,491.5,7.5,23,181.2,279.8,3889.6,946,2498.1,445.5
GA,6.242,2008,9685744,488.9,6.6,24.1,183.9,274.3,4005,1038.3,2557.5,409.3
GA,9.925,2009,9829211,428,5.8,23.6,148.9,249.8,3672.6,1003.2,2332,337.4
GA,10.55,2010,9712157,402.3,5.7,21.7,127.4,247.5,3639.2,998.2,2328.6,312.4
GA,10.225,2011,9812460,374.6,5.6,21.1,125,223,3640.6,978.5,2359.7,302.5
GA,9.175,2012,9915646,380,5.9,21.6,126.1,226.4,3423.6,877.3,2257.8,288.5
GA,8.2,2013,9994759,375.4,5.6,20.2,127.1,213.7,3399.9,835,2293.1,271.7
GA,7.092,2014,10097343,377.3,5.7,21.4,123,218.4,3281.2,756.9,2258.4,266
HI,9.383,1976,887000,229.3,6.2,23.6,133,66.5,6092.7,1881.6,3669,542.1
HI,7.892,1977,895000,224.8,7.2,25.5,128,64.1,6321.3,1911.5,3920.4,489.4
HI,7.075,1978,897000,270.1,6.7,25.9,173.6,64,6866,1937.7,4357.5,570.8
HI,6.083,1979,915000,289.7,7.2,32.3,184.5,65.7,6957.8,1807.4,4435,715.4
HI,5.025,1980,964680,299.5,8.7,34.7,190.2,65.8,7182.8,1847.5,4723.2,612.1
HI,5.408,1981,979000,247.6,4.8,34.7,148.4,59.7,6295.8,1708.5,4157.2,430.1
HI,6.3,1982,994000,255.7,3.1,34.4,156.9,61.3,6328.6,1657.6,4250.3,420.6
HI,6.167,1983,1023000,252.1,5.6,29.4,130,87.1,5557.5,1332.9,3804.5,420
HI,5.683,1984,1039000,231.9,3.3,30.2,115.9,82.5,5252.5,1213.6,3689,349.9
HI,5.375,1985,1054000,219.4,4.1,29.4,99.4,86.5,4981.1,1154.1,3544.3,282.7
HI,4.783,1986,1062000,245.2,4.8,31,106.3,103.1,5426.2,1338.8,3759.1,328.2
HI,3.817,1987,1083000,263.3,4.8,36.3,98,124.2,5554.7,1155.6,4033.1,366
HI,3.167,1988,1093000,257.1,4,32.5,84.1,136.5,5731.9,1255.8,4112.2,364
HI,2.517,1989,1112000,270.1,4.8,44.6,83.2,137.6,6000.3,1343.4,4260.3,396.6
HI,2.65,1990,1108229,280.9,4,32.5,91.4,153,5825.8,1228.2,4217.1,380.5
HI,2.858,1991,1135000,241.8,4,33,86.9,117.9,5728.6,1234.4,4158.1,336
HI,4.325,1992,1160000,258.4,3.6,37.9,99.2,117.7,5853.5,1121.2,4357.2,375.1
HI,4.483,1993,1172000,261.2,3.8,33.6,103.6,120.1,6015.8,1135.7,4429.4,450.8
HI,5.533,1994,1179000,262.2,4.2,30.4,103.6,123.9,6418.3,1189.9,4687,541.4
HI,5.867,1995,1187000,295.6,4.7,28.3,130.8,131.8,6902.9,1165.3,5046.9,690.7
HI,6.258,1996,1184000,280.6,3.4,27.5,135.6,114,6304,1079.5,4620,604.5
HI,6.233,1997,1187000,277.9,4,31.3,118.2,124.5,5745,1073.4,4126.7,544.9
HI,6.1,1998,1193000,246.9,2,29.5,102.7,112.7,5086.1,936.2,3681,468.9
HI,5.392,1999,1185497,234.9,3.7,29.9,88.1,113.3,4600.5,794.7,3412.7,393.1
HI,4.25,2000,1211537,243.8,2.9,28.6,92.7,119.7,4955.1,880.3,3570.2,504.6
HI,4.508,2001,1227024,254,2.6,33.3,93.1,125,5120.5,909.7,3661.3,549.5
HI,4.217,2002,1240663,262.9,1.9,30,97.5,133.5,5801.4,1025.4,3977.2,798.8
HI,4.117,2003,1248755,272.3,1.8,29.4,93.5,147.6,5274.6,913.6,3588.1,772.8
HI,3.383,2004,1262124,254.6,2.6,26.4,74.8,150.8,4795.5,857.8,3254.7,683
HI,2.85,2005,1273278,256,1.9,26.9,78.6,148,4800,769,3313,717
HI,2.608,2006,1285498,280.7,1.6,27.5,89,162.6,4219.9,678.6,2939.3,602
HI,2.792,2007,1283388,276.1,1.9,29.4,87.4,157.5,4119.3,708.2,2921.5,489.6
HI,4.308,2008,1288198,272.5,2,28.2,84.2,158.1,3566.5,730,2439.4,397.1
HI,7.15,2009,1295178,274.1,1.8,29.7,79.5,163.1,3668.7,713.7,2580,375
HI,6.942,2010,1363359,264.3,1.8,27.7,78.1,156.7,3349.6,638.6,2323.7,387.3
HI,6.825,2011,1378129,251.4,1.5,25.6,72.1,152.2,3183.6,592.5,2266.8,324.3
HI,6,2012,1390090,243,1.5,20.1,80.9,140.5,3123.5,550.5,2294.9,278
HI,4.9,2013,1408987,254.4,2.3,26,66.3,149.8,3212.7,552,2337,323.7
HI,4.35,2014,1419561,259.2,1.8,22.1,78,148.1,3050,547.9,2228.9,273.3
ID,5.583,1976,831000,226.7,5.3,18.7,40,162.8,4043.8,1036.7,2776.9,230.2
ID,5.783,1977,857000,236.9,5.5,19.4,39.6,172.5,3888,1050.8,2599.6,237.6
ID,5.467,1978,878000,236.4,5.4,19.2,40,171.9,3778.4,1038.4,2496.2,243.7
ID,5.825,1979,905000,288.7,5.4,20.6,43.3,219.4,3952,1075,2605.2,271.8
ID,7.533,1980,943629,313.4,3.1,22.4,46.8,241.1,4468.8,1238.9,2993,236.9
ID,7.758,1981,959000,283.3,4.5,20.6,37.7,220.4,4247.4,1173.6,2859.5,214.3
ID,9.95,1982,965000,259.2,2.5,16.6,30.3,209.8,3824,1031.9,2617.2,174.9
ID,8.967,1983,989000,238.7,3.5,18.3,27.3,189.6,3627.1,930.8,2525.7,170.6
ID,7.333,1984,1001000,235.3,3.4,18.7,24.4,188.8,3436.4,874.2,2411.4,150.7
ID,7.892,1985,1005000,234.8,2.2,19.1,26.8,186.8,3673.2,887.3,2604,182
ID,8.45,1986,1003000,222.5,3.2,20,21.3,178,3984.4,1003.5,2799.7,181.3
ID,7.633,1987,998000,214.2,3.1,17.5,24.2,169.3,3942.1,976.8,2797.9,167.4
ID,6.033,1988,999000,234.7,3.6,17.9,20.2,193,3738.2,870,2692,176.3
ID,5.292,1989,1014000,254.6,2.6,23.3,15,213.8,3676.3,872.1,2645.5,158.8
ID,5.533,1990,1006749,275.7,2.7,27.3,15,230.7,3781.4,813.2,2802.7,165.5
ID,6.233,1991,1039000,290.3,1.8,28.9,20.7,238.9,3905.5,826,2901.2,178.3
ID,6.375,1992,1067000,281.4,3.5,31.8,21.5,224.7,3714.7,743.6,2813.8,157.4
ID,6.008,1993,1099000,281.8,2.9,35.3,16.9,226.7,3563.3,668.8,2711.1,183.4
ID,5.433,1994,1133000,285.8,3.5,27.9,18.4,235.9,3791.2,719.1,2877.1,195.1
ID,5.417,1995,1163000,322,4.1,28.4,24,265.5,4079.4,779.8,3057.6,242
ID,5.3,1996,1189000,267.2,3.6,26.3,20.3,217,3745.3,709.1,2848.8,187.5
ID,5.15,1997,1210000,256.8,3.2,28.9,19.6,205,3668.4,758.3,2709.4,200.7
ID,5.125,1998,1229000,282.2,2.9,31.4,21.5,226.4,3432.5,693.1,2553.7,185.7
ID,4.917,1999,1251700,244.9,2,33.3,17.8,191.8,2905.1,610.4,2143,151.6
ID,4.708,2000,1293953,252.5,1.2,29.7,17.2,204.3,2933.7,566.5,2206,161.2
ID,5.092,2001,1320585,243.1,2.3,32.2,18.6,190.1,2891.2,568.5,2141.9,180.9
ID,5.567,2002,1343124,254.6,2.7,37,17.9,197,2913.2,554,2163.6,195.6
ID,5.6,2003,1367034,245.9,1.9,39.1,17.9,187,2929.1,573.3,2162.3,193.6
ID,4.925,2004,1395140,247.4,2.2,42.6,17.3,185.4,2781,549.8,2034.8,196.3
ID,4.008,2005,1429367,257,2.4,40.4,18.6,195.3,2697,564.3,1931,202
ID,3.5,2006,1466465,250,2.4,41.7,20,185.9,2395.9,514.5,1715.3,166.1
ID,3.083,2007,1499402,256.2,3.3,40.5,16.2,196.2,2275.8,475.6,1649.1,151.1
ID,5.083,2008,1523816,241.5,1.5,38,15.7,186.3,2096.1,442.8,1544.3,108.9
ID,8.758,2009,1545801,246.2,1.6,37.2,16.4,191,2019.7,432.3,1492.2,95.2
ID,8.967,2010,1571102,220.5,1.4,33.9,13.6,171.6,2000.9,414.5,1501.7,84.6
ID,8.342,2011,1583744,202.2,2.2,28,11.9,160.1,2075.8,436.6,1555.1,84
ID,7.225,2012,1595590,209.8,1.9,31,15.2,161.7,1994.6,453.8,1454.2,86.6
ID,6.117,2013,1612843,215.2,1.8,32,13.6,158,1874.3,415,1364,95.4
ID,4.842,2014,1634464,212.2,2,28.6,12.5,160.5,1854.8,393.3,1359.9,101.6
IL,6.633,1976,11229000,625.8,10.3,24.6,287.1,303.7,4829.5,1258.4,2991.8,579.3
IL,6.2,1977,11245000,630.6,9.9,26.1,280.3,314.3,4697.1,1257,2828.5,611.7
IL,5.975,1978,11243000,676.7,9.9,28,292.9,345.9,4943.1,1350.7,2969.9,622.5
IL,5.517,1979,11230000,743.9,10.7,33,321.1,379.2,5287.2,1440.6,3170.6,676
IL,8.142,1980,11355062,808,10.6,34.8,367,395.6,5461.1,1559.6,3252.5,649
IL,8.533,1981,11455000,792.5,10.5,32.4,373.2,376.3,5323.2,1511.5,3201.2,610.5
IL,11.367,1982,11448000,774.3,8.8,29.9,346.8,388.8,5066,1373.8,3093.2,599
IL,11.792,1983,11486000,728.1,9.7,31.5,318.9,368,4813.3,1292.4,2952,569
IL,9.033,1984,11511000,724.9,9,31.2,303.8,380.9,4579.3,1173.4,2820.3,585.6
IL,9.05,1985,11535000,714.8,8,39.3,287.1,380.3,4596.5,1135.8,2869.8,590.9
IL,8.267,1986,11533000,808.9,8.9,41.2,325.3,433.5,4746,1179.8,2937.9,628.3
IL,7.458,1987,11582000,796.2,8.3,38.4,314.3,435.2,4620.3,1123.7,2957.1,539.5
IL,6.675,1988,11544000,810.4,8.6,38.5,312.7,450.6,4810.4,1128.7,3076.5,605.3
IL,6.042,1989,11658000,845.9,9,35.7,335.7,465.4,4793.3,1076,3109.9,607.4
IL,6.142,1990,11430602,967.4,10.3,39.4,394,523.6,4967.7,1063,3262,642.8
IL,7.242,1991,11543000,1039.2,11.3,40,456.1,531.8,5092.9,1120,3317.5,655.3
IL,7.883,1992,11631000,977.3,11.4,37.1,412.5,516.4,4788.1,1077.3,3091.9,618.8
IL,7.433,1993,11697000,959.7,11.4,34.6,381.2,532.6,4658.2,1015.5,3084,558.7
IL,5.783,1994,11752000,960.9,11.7,33.3,372.6,543.3,4664.9,1005.1,3096.4,563.5
IL,5.167,1995,11830000,996.1,10.3,36.5,330.8,618.5,4459.6,917.6,3019,523
IL,5.283,1996,11847000,890.4,10,38.4,279.4,562.6,4429.6,913.2,3026.2,490.2
IL,4.783,1997,11896000,861.4,9.2,37.1,278.4,536.7,4279.7,870.5,2943.3,465.9
IL,4.433,1998,12045000,807.7,8.4,34,248.5,516.9,4050.8,811.9,2799.4,439.5
IL,4.358,1999,12128370,689.5,7.7,35.4,217.4,428.9,3825.2,711.7,2646.3,467.2
IL,4.342,2000,12419293,653.8,7.2,31.6,206.5,408.5,3585.4,659.1,2521.6,404.7
IL,5.325,2001,12520227,633.1,7.8,32,199.1,394.1,3471.6,632.2,2450.1,389.2
IL,6.533,2002,12586447,601.9,7.6,34.7,201.1,358.4,3420.2,647,2417.1,356
IL,6.75,2003,12649087,556.4,7.1,33.1,188,328.1,3287.9,619.4,2339.4,329.1
IL,6.208,2004,12712016,545.7,6.1,33.2,177.6,328.7,3174.1,598.6,2257.9,317.6
IL,5.692,2005,12765427,552,6,33.8,182.2,330.3,3092,608.2,2175,308
IL,4.525,2006,12831970,541.6,6.1,31.8,185.3,318.4,3019.6,602.1,2124.2,293.3
IL,4.967,2007,12852548,533.2,5.9,31.9,179.7,315.7,2935.8,587.6,2084.5,263.7
IL,6.3,2008,12901563,525.4,6.1,31.9,186.4,300.9,2932.6,612.1,2068.1,252.5
IL,10.2,2009,12910409,497.2,6,30.2,177.6,283.4,2736.9,603,1927.3,206.6
IL,10.392,2010,12841980,444.9,5.5,23.9,158.7,256.8,2718.1,603.3,1889.7,225.1
IL,9.7,2011,12859752,424,6.1,23.6,157.2,237.1,2678.7,604.4,1845.8,228.5
IL,8.983,2012,12868192,416.2,6,27.8,151.4,231,2585.5,552.5,1828.6,204.3
IL,9.042,2013,12890552,403.1,5.6,30.2,137.6,218.5,2296.6,458.4,1676.1,162.1
IL,7.092,2014,12880580,370,5.3,23.9,118.8,213.7,2075.9,388.2,1552.2,135.5
IN,6.092,1976,5302000,315.4,7.1,23.2,128.8,156.3,4357.9,1215.6,2769.9,372.4
IN,5.8,1977,5330000,310.6,7.4,26.5,123.2,153.5,3962.3,1086.2,2498.7,377.4
IN,5.592,1978,5374000,323.5,6.2,27,121.4,168.8,4015.1,1108.3,2495.7,411.1
IN,6.467,1979,5400000,338,8.3,31.1,132.7,165.9,4263.4,1169.9,2660.5,433
